Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Tara Chand Infra,,TARACHAND,INE555Z01020,Commercial Services & Supplies,Diversified Commercial Services,65.33,17.27,27.01,6.54,0.96,19.58,3.43,130.37,7.35,6.12,1.64,4.93,1.86,419.67,135.47,4.93,0.02,5.24,375.11,2.67,3.27,9.17,98.65,6.34,2.67,1.63,276.93,35.21,0.50,247.82,78.09,6.23,79.37,43.66,35.71,7.41,33.25,4.95,15.77,0.00,119.70,112.08,0.00,457.09,120.85,73.73,97.51,9.18,55.49,45.30,27.01,56.16,-2.83,-57.75,21.22,514.96
TARC Ltd,543249,TARC,INE0EK901012,Realty,"Residential, Commercial Projects",138.15,-4.83,-87.08,-6.03,1.81,-19.95,-2.95,1961.54,-0.25,-1160.06,1.52,-0.24,30.81,110.69,1081.45,-0.24,-0.42,-8.48,2167.52,3.68,2.03,95.35,-194.79,0.00,3.68,0.20,132.96,-193.90,0.00,33.69,-132.96,5.20,-127.76,8.99,-136.75,106.45,-243.20,0.00,59.02,0.00,1022.43,678.96,1275.07,4548.28,2609.01,1713.44,-257.81,62.23,9.52,-14.63,-87.15,42.96,5.71,-67.81,14.26,4096.43
Tarsons Products,543399,TARSONS,INE144Z01023,Healthcare Equipment & Supplies,Medical Equipment & Supplies,214.80,6.91,21.24,2.88,0.63,4.75,3.82,395.93,3.57,10.62,1.03,2.54,2.76,,626.63,2.54,,13.30,840.49,1.63,2.84,10.01,192.52,0.00,1.63,0.48,414.27,29.13,0.00,392.41,110.88,15.96,126.47,62.50,63.97,19.54,44.80,0.37,10.64,0.00,615.99,328.56,10.61,1163.73,254.12,247.84,120.69,21.50,87.49,54.54,20.34,114.24,-36.56,-145.17,38.95,1143.54
Tasty Bite Eat.,519091,TASTYBITE,INE488B01017,Food Products,Packaged Foods,6976.30,10.74,35.82,5.69,0.21,8.58,138.31,66.10,2.94,21.53,2.51,9.49,3.16,55.24,318.71,9.49,0.07,2.58,365.22,1.45,8.97,45.52,100.17,2.01,1.45,1.41,564.71,10.90,0.00,554.41,51.83,18.54,70.44,29.79,40.65,6.18,34.40,-0.07,2.57,0.00,316.14,0.00,72.47,469.05,231.23,92.29,61.58,5.57,30.41,52.87,35.49,39.21,25.84,-12.43,-19.98,1784.97
Tata Capital,544574,TATACAP,INE976I01016,Finance,Non Banking Financial Company (NBFC),333.50,8.58,4878.62,1.83,5.15,12.34,11.42,236375.92,6.04,16.18,1.21,1.41,4.49,-3.92,45861.49,1.41,-2.21,48.33,4016.53,5.88,1.37,-3.73,94.21,4.96,5.88,1.21,31539.89,73.18,0.00,31539.89,23081.66,3.55,23129.25,537.52,22591.73,15985.31,6562.38,-44.04,4216.69,0.00,41644.80,176698.94,32152.21,290503.54,8053.85,6674.36,23081.66,15985.31,537.52,22591.73,4890.91,-37964.94,-38928.56,267.28,31848.34,141503.43
Tata Chemicals,500770,TATACHEM,INE092A01019,Chemicals & Petrochemicals,Commodity Chemicals,722.55,3.96,272.04,1.16,0.34,1.20,7.06,7495.00,4.64,10.91,1.36,2.05,1.25,22.74,22358.00,2.05,0.53,19.37,24039.00,1.72,2.09,10.44,-341.79,119.36,1.72,0.82,14655.00,12.68,0.00,14887.00,1953.00,287.00,2277.00,1123.00,1154.00,563.00,554.00,-37.00,255.00,0.00,22103.00,1982.00,5090.00,38855.00,6655.00,4886.00,1858.00,574.00,1151.00,1179.00,352.00,1761.00,-191.00,-1667.00,29.00,18385.14
Tata Comm,500483,TATACOMM,INE151A01013,Telecom - Services,Telecom - Cellular & Fixed line services,1574.00,14.69,1100.01,3.99,3.55,34.01,35.14,12248.90,4.07,11.02,0.49,3.02,1.81,34.67,3447.04,3.02,0.06,12.29,9176.18,7.96,3.54,10.03,178.23,49.80,7.96,0.48,24802.72,19.44,0.00,24802.72,4822.46,161.58,5124.19,2826.74,2297.45,761.60,1395.70,-140.15,285.00,0.00,3162.04,0.00,12357.32,28403.94,6862.91,14018.01,4822.46,761.60,2826.74,2297.45,996.85,4479.10,2059.69,-1459.93,-2936.58,44907.73
Tata Consumer,500800,TATACONSUM,INE192A01025,Agricultural Food & other Products,Tea & Coffee,1160.50,9.16,1450.02,4.26,0.13,7.01,14.84,2576.11,1.88,41.48,1.54,15.69,5.90,75.05,20314.25,15.69,0.06,2.00,24889.12,1.49,7.57,55.84,286.42,63.85,1.49,0.89,19465.03,13.46,-0.01,17618.30,2479.35,188.14,2647.81,600.74,2047.07,290.20,1776.55,19.68,98.95,0.00,20215.30,1591.26,801.42,32006.47,8412.20,5467.56,2620.34,138.60,614.59,2174.45,1471.50,2056.65,1642.52,-2303.48,452.70,114853.32
Tata Elxsi,500408,TATAELXSI,INE670A01012,IT - Software,Computers - Software & Consulting,4188.70,29.94,696.14,18.45,0.05,23.59,100.88,162.28,3.81,23.83,3.92,57.73,6.94,37.86,3041.35,57.73,0.13,0.26,2470.41,1.24,14.00,39.27,118.32,74.35,1.24,3.92,3757.42,22.54,0.00,3757.42,846.85,88.29,1030.83,93.80,937.03,16.23,825.11,-95.69,62.30,0.00,2979.05,4.05,192.29,3962.54,2968.15,756.99,846.85,16.23,93.80,937.03,628.43,663.98,653.65,-72.52,-534.79,26072.45
Tata Inv.Corpn.,501301,TATAINVEST,INE672A01026,Finance,Investment Company,714.10,1.57,433.68,1.29,0.00,1.44,8.57,0.52,1.32,75.45,0.40,832.72,90.90,150.72,29221.16,832.72,0.92,0.00,129.74,1.15,3.08,129.28,565.84,0.00,1.15,0.40,397.34,89.42,0.00,397.34,355.30,123.24,478.54,3.89,474.65,0.57,474.08,0.00,50.60,0.00,29170.56,0.00,0.00,32652.13,26.94,67.75,355.30,0.57,3.89,474.65,433.68,279.38,279.07,-147.96,-137.57,36117.28
Tata Motors PVeh,500570,TMPV,INE155A01022,Automobiles,Passenger Cars & Utility Vehicles,354.35,19.97,6009.15,7.65,0.61,28.08,231.05,67258.00,6.20,5.57,0.90,3.37,0.37,4.94,110746.00,3.37,0.99,2.39,173129.00,3.21,2.13,2.07,-62.96,7.93,3.21,0.59,349637.00,6.99,0.00,439695.00,56138.00,10852.00,62669.00,23256.00,39413.00,5083.00,38651.00,4321.00,737.00,0.00,110009.00,7867.00,63673.00,344264.00,119309.00,132912.00,24455.00,3136.00,19986.00,10558.00,85324.00,63102.00,26034.00,-49982.00,-18786.00,130580.25
Tata Power Co.,500400,TATAPOWER,INE245A01021,Power,Integrated Power Utilities,453.20,10.81,3782.40,3.05,1.86,10.97,11.87,70083.18,5.64,12.66,0.72,2.24,2.24,-80.63,37689.53,2.24,-0.08,14.68,83839.51,4.12,2.28,11.43,187.74,20.12,4.12,0.59,64624.27,20.08,0.00,65478.24,12165.59,2973.33,14792.79,4116.86,10675.93,4702.44,6319.62,346.13,319.56,0.00,37369.97,34435.23,28430.57,163800.75,29216.33,40530.23,12977.52,5174.74,4647.14,11595.47,5008.13,12680.19,-4357.45,-15436.29,4292.39,144929.40
Tata Steel,500470,TATASTEEL,INE081A01020,Ferrous Metals,Iron & Steel,213.27,8.83,9784.27,1.22,1.01,3.89,7.34,95643.13,6.10,10.73,0.74,3.02,1.18,40.87,94947.30,3.02,0.07,30.14,176111.51,2.99,2.90,11.33,95.75,131.29,2.99,0.23,225087.92,13.81,0.00,218542.51,25298.45,876.70,26561.18,10421.33,16139.85,7340.95,8412.87,-386.03,1247.44,0.00,93699.86,699.47,94101.58,285565.32,66622.65,89758.79,31083.00,7163.43,11406.08,21602.46,9121.70,23511.81,9105.24,-13985.25,-7002.44,266324.93
Tata Technolog.,544028,TATATECH,INE142M01025,IT - Services,IT Enabled Services,592.55,25.80,656.70,11.06,0.07,19.91,13.10,246.73,3.89,22.57,1.58,40.07,4.61,59.75,3566.36,40.07,0.11,0.36,3023.13,1.71,7.54,34.41,182.21,70.11,1.71,1.58,5219.00,15.98,-0.03,5168.45,934.05,128.19,1062.24,121.21,941.03,19.63,921.40,0.00,81.15,0.00,3485.21,0.00,236.58,7158.73,5056.70,3202.08,834.22,23.12,129.37,926.46,531.29,699.25,668.57,-65.22,-486.39,24060.60
Tata Tele. Mah.,532371,TTML,INE517B01013,Telecom - Services,Telecom - Cellular & Fixed line services,44.66,56.70,-870.25,-65.81,,,-1.10,20868.92,1.66,46.80,0.01,0.36,7.54,18.31,-19983.38,0.36,-2.18,-96.93,-17033.35,-0.07,-24.46,13.10,-106.86,0.00,-0.07,0.01,1160.23,53.87,0.00,1160.23,625.02,662.48,632.55,141.82,490.73,1360.98,-215.30,654.95,1954.93,0.00,-21938.31,4053.14,14585.43,1341.03,184.33,18184.14,625.02,1360.98,141.82,490.73,-215.30,667.56,534.76,-90.58,-603.95,8748.35
Tatva Chintan,543321,TATVA,INE0GK401011,Chemicals & Petrochemicals,Specialty Chemicals,1333.00,1.20,32.77,0.69,0.11,0.78,14.01,83.01,1.40,40.47,1.95,24.59,6.50,-36.41,754.39,24.59,0.02,14.54,739.84,1.12,7.53,126.28,205.35,40.96,1.12,0.99,479.57,15.43,0.00,382.71,34.55,2.20,36.79,27.66,9.13,1.51,7.58,-0.04,23.39,0.00,731.00,36.39,0.00,907.74,296.44,151.95,73.99,1.80,34.35,44.26,32.77,24.67,-51.46,-65.17,16.57,3115.22
TBO Tek,544174,TBOTEK,INE673O01025,Leisure Services,"Tour, Travel Related Services",1267.00,26.68,233.65,3.87,0.52,24.62,22.39,718.71,2.50,32.65,1.31,9.11,5.95,63.09,1385.99,9.11,0.09,3.13,2076.43,4.63,4.02,47.61,237.01,0.00,4.63,1.31,2309.25,14.17,0.00,1737.47,284.83,74.54,340.59,51.88,288.71,32.92,274.57,18.78,10.86,0.00,1375.13,89.22,124.96,7272.19,6776.12,5153.26,327.23,34.41,70.41,313.49,243.12,288.80,235.66,-443.37,364.78,13748.68
TCC Concept,512038,TCC,INE887D01016,Retailing,Internet & Catalogue Retail,401.40,11.83,50.87,8.35,0.05,9.28,13.29,36.81,3.92,18.78,2.49,15.07,14.95,-53.53,747.79,15.07,,0.87,724.69,0.70,5.51,82.36,137.06,0.00,0.70,2.49,127.73,73.88,0.00,83.22,60.29,6.33,66.62,9.85,56.77,1.82,54.95,0.00,47.53,0.00,700.26,0.00,43.84,826.73,111.77,44.96,94.37,4.91,27.09,73.97,50.93,23.18,-109.30,-53.51,29.99,1909.22
TCI Express,540212,TCIEXP,INE586V01016,Transport Services,Logistics Solution Provider,523.95,15.79,89.74,9.94,0.01,11.96,23.37,8.50,6.05,13.91,3.27,91.02,1.65,30.08,813.64,91.02,0.27,0.09,784.45,1.15,6.54,17.09,87.80,33.84,1.15,3.27,1216.82,10.45,0.00,1208.27,130.13,12.87,139.52,21.61,117.91,1.25,120.14,3.48,7.68,0.00,805.96,0.00,9.86,968.24,435.47,133.12,127.17,1.32,22.55,120.15,89.74,117.52,95.19,-88.13,-32.11,2008.85
TCPL Packaging,523301,TCPLPACK,INE822C01015,Industrial Products,Packaging,2675.00,20.03,118.90,9.79,0.97,23.84,122.32,654.28,7.46,10.02,1.16,2.94,1.41,92.77,673.54,2.94,-0.06,4.63,892.96,2.21,4.43,17.23,74.21,19.32,2.21,0.81,1709.72,16.81,0.00,1696.38,287.12,14.70,300.82,72.77,228.05,56.38,172.67,1.00,9.10,0.00,664.44,569.30,44.34,1666.43,761.50,659.23,287.44,77.19,77.74,227.01,111.31,140.12,-14.68,-157.09,18.85,2414.81
TCS,532540,TCS,INE467B01029,IT - Software,Computers - Software & Consulting,2447.60,63.03,52325.51,30.95,0.11,51.81,136.01,11283.00,8.02,11.56,1.67,57.78,3.32,19.72,107240.00,57.78,0.20,0.23,75029.00,1.58,11.69,17.00,64.54,80.92,1.58,1.67,267021.00,27.11,0.00,267021.00,72398.00,-124.00,76450.00,5560.00,70890.00,1227.00,65487.00,-4176.00,362.00,0.00,106878.00,0.00,11283.00,181167.00,101935.00,60914.00,72398.00,1227.00,5560.00,70890.00,49454.00,52094.00,48013.00,-11886.00,-42133.00,885415.34
TD Power Systems,533553,TDPOWERSYS,INE419M01027,Electrical Equipment,Heavy Electrical Equipment,1092.50,30.35,219.60,14.54,0.04,22.31,14.06,35.74,1.78,52.66,2.33,141.46,10.57,531.95,961.40,141.46,0.02,0.20,939.84,1.40,21.63,432.10,303.20,10.74,1.40,1.57,1615.26,18.41,0.00,1278.76,235.47,23.59,259.12,19.70,239.42,7.71,231.65,-0.06,31.24,0.00,930.16,12.21,0.01,1483.70,1195.56,512.41,297.34,2.12,21.40,299.89,219.60,39.52,-16.31,-33.97,-6.75,17076.44
Team Lease Serv.,539658,TEAMLEASE,INE985S01024,Commercial Services & Supplies,Diversified Commercial Services,1253.00,12.67,135.72,5.17,0.13,12.18,77.97,127.62,8.33,8.96,1.24,10.41,0.18,22.72,959.69,10.41,0.26,1.16,609.96,2.25,7.50,20.12,44.98,0.00,2.25,1.24,11794.34,1.35,0.00,11155.87,138.09,44.89,177.62,53.68,123.94,14.80,114.50,5.36,16.77,0.00,942.92,42.48,75.58,2312.88,1428.12,1154.30,158.74,15.32,54.83,159.50,133.21,104.38,73.86,-147.47,-35.03,2100.62
Tech Mahindra,532755,TECHM,INE669C01036,IT - Software,Computers - Software & Consulting,1395.90,23.14,5000.32,10.67,0.07,17.55,49.10,2186.20,5.37,14.75,1.90,21.29,2.40,24.77,29615.40,21.29,0.18,0.45,27968.00,1.58,7.22,22.14,100.92,93.88,1.58,1.89,56815.40,15.90,-0.01,56815.40,9032.60,-240.50,9064.50,1881.60,7182.90,337.40,6573.10,-272.40,442.80,0.00,29172.60,41.00,1984.20,49369.40,27574.70,14497.50,9032.60,337.40,1881.60,7182.90,4805.50,6172.00,5625.90,-409.20,-5130.50,136620.16
Techno Elec.Engg,542141,TECHNOE,INE285K01026,Construction,Civil Construction,1279.55,16.54,468.83,9.62,0.02,12.81,42.48,61.23,4.13,23.61,4.74,35.48,4.87,-679.09,3892.75,35.48,0.20,0.14,4269.87,1.05,7.18,32.85,124.81,24.75,1.05,4.74,3057.39,14.93,0.00,2268.66,339.46,204.79,499.42,8.05,491.37,10.74,525.46,44.83,23.26,0.00,3869.49,39.09,0.00,5405.13,4703.49,993.21,456.46,17.23,15.67,611.38,494.00,453.01,284.69,-1630.25,1175.16,14883.54
Technocraf.Inds.,532804,TIIL,INE545H01011,Industrial Products,Iron & Steel Products,2523.75,15.77,275.20,8.99,0.44,14.46,121.38,822.69,6.85,11.48,1.94,7.10,2.09,139.11,1883.72,7.10,0.08,3.13,1734.46,1.60,5.51,20.78,107.92,17.70,1.60,1.19,2749.56,15.96,0.00,2595.58,415.59,100.31,505.87,107.84,398.03,54.82,353.24,10.03,22.67,0.00,1861.05,833.80,11.97,3088.51,1730.26,891.83,438.85,61.37,120.44,435.44,281.76,276.29,75.06,-184.78,-44.89,5740.37
Technvision Ven.,501421,TECHNVISN,INE314H01012,IT - Software,Software Products,5789.95,9.81,3.62,0.07,0.87,1.50,5.77,9.72,0.19,370.07,0.97,3.55,15.41,423.00,2.27,3.55,0.02,88.36,22.46,21.84,37.00,227.57,1003.50,0.00,21.84,0.97,241.58,3.73,0.00,227.81,3.76,1.45,5.21,2.20,3.01,2.02,0.99,0.00,6.28,8.57,-4.01,0.00,14.45,168.08,136.26,140.18,9.00,1.94,3.10,6.89,3.62,16.36,7.70,-8.66,1.09,3723.00
