Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
B.R.Goyal Infra.,544335,,INE00ST01011,Construction,Civil Construction,118.00,17.89,35.15,8.21,0.31,14.08,14.75,76.94,16.32,5.30,2.33,10.53,0.44,-25.42,244.98,10.53,0.05,3.04,247.52,1.34,4.10,-7.72,17.52,0.00,1.34,1.15,639.07,8.90,0.48,509.80,42.79,5.29,47.89,5.39,42.50,8.76,33.93,0.19,23.82,0.00,221.16,60.20,9.75,440.46,291.39,124.80,56.88,5.06,8.36,53.29,35.40,-36.43,-57.61,-18.70,91.51,281.14
B&B Triplewall,543668,BBTCL,INE01EE01011,Industrial Products,Packaging,206.00,2.98,9.72,-1.55,1.87,-4.79,4.74,221.04,5.65,8.10,1.12,1.52,0.71,-9.71,99.57,1.52,,-36.18,240.37,3.53,3.87,18.43,85.53,0.00,3.53,0.64,595.58,13.11,0.00,491.76,39.99,0.97,40.96,31.13,9.83,17.66,-7.83,0.00,2.05,0.52,97.52,139.58,99.71,400.95,169.80,152.06,78.08,23.40,43.57,35.67,8.82,22.92,-15.68,-37.84,15.24,422.53
Baazar Style,544243,STYLEBAAZA,INE01FR01028,Retailing,Speciality Retail,390.90,8.94,25.63,1.49,1.91,7.05,8.86,871.64,3.09,13.99,1.02,1.43,1.69,-265.42,456.92,1.43,-0.24,59.13,952.23,3.62,4.25,55.20,146.73,0.00,3.62,0.26,1721.27,14.91,0.00,1343.55,192.48,-4.57,201.47,99.89,101.58,69.03,18.99,-13.56,37.31,0.00,419.61,122.79,873.34,1745.57,750.69,738.96,256.67,80.79,151.76,115.61,66.13,52.77,-49.98,-102.82,54.12,2912.66
Bafna Pharma.,532989,BAFNAPH,INE878I01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,141.00,8.34,11.45,4.24,0.36,7.69,4.08,32.40,4.28,18.72,1.67,4.32,2.26,-140.02,91.23,4.32,-0.03,7.81,111.92,1.77,5.58,15.07,181.28,0.00,1.77,1.03,147.44,10.52,0.00,145.86,11.25,0.52,13.99,4.89,9.10,2.73,4.15,-2.22,23.66,0.00,67.57,26.70,1.50,160.68,80.07,47.82,15.51,3.45,4.63,14.91,9.66,22.14,0.34,-21.16,1.06,333.55
Baheti Recycling,,BAHETI,INE029Q01017,Industrial Products,"Aluminium, Copper & Zinc Products",595.70,21.82,20.26,8.68,2.97,35.63,19.54,203.38,5.35,18.05,1.23,2.54,1.06,-25.33,68.39,2.54,-0.38,11.29,79.10,3.50,5.71,-27.21,66.63,0.00,3.50,0.49,582.26,7.80,0.18,523.84,40.64,0.22,40.79,1.46,39.33,15.29,24.11,0.07,10.37,0.00,58.02,132.69,25.48,329.37,304.58,247.80,45.41,17.28,1.58,43.89,20.26,-22.70,-27.68,-4.97,27.75,617.65
Bai-Kakaji Poly.,544670,,INE1IJQ01026,Consumer Durables,Plastic Products - Consumer,182.00,26.38,18.37,12.18,2.03,41.23,81.64,109.27,6.33,12.46,0.68,5.60,1.20,-26.90,53.74,5.60,,5.95,62.70,2.81,5.29,33.21,,0.00,2.81,0.36,325.47,10.38,0.52,325.47,33.79,6.19,39.98,8.45,31.53,5.63,25.90,0.00,2.25,0.00,51.49,90.49,18.78,203.69,86.34,127.81,33.79,5.63,8.45,31.53,18.37,11.73,-54.46,-75.48,64.20,389.56
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,9671.05,28.06,8941.07,15.63,0.58,22.77,318.05,19693.24,4.57,21.14,0.94,13.54,4.68,102.93,34170.05,13.54,0.09,2.69,2372.06,1.33,8.86,-192.31,96.30,80.06,1.33,0.84,57718.86,20.29,0.02,50994.55,9554.60,1472.06,10997.77,414.23,10583.54,388.90,10223.53,28.89,279.50,0.00,33890.55,8436.52,927.64,65456.25,21168.51,22516.06,11709.13,970.75,474.99,13147.19,8884.14,-1405.57,-2273.03,-1053.42,4230.07,270300.93
Bajaj Consumer,533229,BAJAJCON,INE933K01021,Personal Products,Personal Care,448.35,30.60,190.18,20.60,0.02,25.31,14.56,15.80,3.99,23.50,3.49,144.71,5.03,52.55,754.98,144.71,0.13,0.08,758.49,1.22,13.63,29.75,92.12,0.00,1.22,3.11,1164.71,18.97,0.00,1164.71,220.92,27.41,248.33,15.35,232.98,1.61,231.37,0.00,13.06,0.00,741.92,0.00,4.17,945.13,607.49,173.98,220.92,1.61,15.35,232.98,190.18,196.92,163.44,-14.45,-196.49,5858.85
Bajaj Electrical,500031,BAJAJELEC,INE193E01025,Consumer Durables,Household Appliances,397.25,11.61,37.64,2.80,0.13,7.12,3.10,215.30,2.35,17.95,1.32,1.79,1.02,14.97,1713.10,1.79,0.41,1.61,1543.34,2.33,3.92,13.23,-214.22,25.94,2.33,1.02,4488.11,4.25,0.00,4826.28,307.45,76.15,354.43,144.07,210.36,69.85,169.68,29.17,23.07,0.00,1690.03,0.00,243.29,3919.20,2631.31,1998.31,190.77,61.12,150.17,109.53,35.72,346.80,317.83,-194.96,-146.07,4588.62
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),921.80,11.35,18209.48,3.99,3.85,19.22,29.00,397400.93,5.43,18.05,2.77,1.87,7.23,-9.41,103213.59,1.87,-0.85,23.68,15394.60,4.35,2.60,-8.42,138.14,20.90,4.35,2.77,79373.52,66.91,0.00,69709.44,47955.15,-2.35,47988.30,880.99,47107.31,24992.18,22079.63,-35.50,621.63,0.00,102591.96,250386.87,110861.78,509960.76,18151.32,6541.85,53111.16,27819.65,1005.47,52139.06,18324.63,-68154.47,-69199.90,-2765.02,70527.44,573970.75
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,1772.20,11.03,9812.03,2.96,5.13,13.39,60.59,392201.60,8.09,12.06,1.12,1.96,1.90,-4.97,76490.38,1.96,-1.58,22.34,26718.81,8.21,1.29,-4.57,120.10,1.80,8.21,1.12,149145.43,36.85,-0.10,133822.12,49524.20,-18.35,49542.19,1170.32,48371.87,24587.32,23748.21,-36.34,159.71,0.00,76330.67,243488.06,112366.59,707514.96,193848.95,173833.25,54959.49,27336.67,1313.84,53673.53,19199.53,-62113.25,-63828.56,-7986.54,70191.31,283697.54
Bajaj Healthcare,539872,BAJAJHCARE,INE411U01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,330.50,11.44,52.32,4.98,0.49,10.69,15.76,237.99,6.29,11.95,1.66,3.70,1.81,-105.01,486.39,3.70,-0.13,6.03,444.65,1.71,4.26,51.36,68.96,7.99,1.71,1.11,612.44,15.33,-0.90,542.60,82.92,15.63,102.32,27.92,74.40,28.06,42.57,-3.77,15.79,0.00,470.60,222.58,0.67,838.87,472.88,285.25,93.91,22.75,27.45,84.21,49.79,21.62,10.19,-14.82,-6.38,1110.32
Bajaj Hindusthan,500032,BAJAJHIND,INE306A01021,Agricultural Food & other Products,Sugar,19.46,1.15,-46.06,-0.16,0.87,-0.54,-0.34,3312.72,1.04,26.57,0.44,2.14,0.87,8.14,3801.07,2.14,0.38,-133.69,4946.72,3.69,1.25,16.57,314.91,0.00,3.69,0.28,5339.71,5.20,-11.52,5574.76,290.16,8.27,308.10,215.54,92.56,102.90,-20.01,-9.67,127.74,13.43,3673.33,3483.25,77.96,12493.72,1790.80,4080.94,277.88,38.56,215.25,82.43,-44.44,280.39,290.63,19.54,-280.72,4644.92
Bajaj Holdings,500490,BAJAJHLDNG,INE118A01012,Finance,Holding Company,10356.35,9.82,7354.63,9.32,0.00,11.01,789.56,14.60,7.05,14.16,0.76,8366.58,99.72,191.90,67834.53,8366.58,0.73,0.00,-127.18,1.12,3.71,-58.82,57.09,15.87,1.12,0.76,1154.30,85.50,0.00,739.24,559.35,6223.74,6698.10,33.78,6664.32,1.48,6747.83,84.99,111.29,0.00,67723.24,0.00,30.99,82513.84,1003.35,1317.50,986.93,0.96,32.37,8031.92,8962.75,-1956.76,-1864.61,3054.46,-1054.57,115106.05
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,91.07,9.55,2487.94,2.35,4.44,13.46,2.97,94061.28,5.73,17.36,0.79,1.49,7.05,-4.94,21180.34,1.49,-1.73,43.49,-5.18,4.63,1.67,-4.45,112.44,0.00,4.63,0.79,10764.45,90.84,0.00,9575.61,8795.04,-2.37,8795.39,41.15,8754.24,5981.29,2770.23,-2.72,8328.66,0.00,12851.68,78270.24,3801.68,115976.47,557.53,706.31,9778.23,6548.36,45.90,9735.39,2477.83,-17074.87,-17110.54,-797.55,17870.19,75899.55
Bajaj Steel Inds,507944,BAJAJST,INE704G01024,Industrial Manufacturing,Industrial Products,464.40,21.29,52.65,11.01,0.12,17.87,25.31,49.69,8.24,9.93,2.08,13.93,1.71,-85.63,414.00,13.93,0.22,0.59,401.26,1.51,5.01,18.31,162.42,2.47,1.51,1.17,560.92,14.05,0.00,584.56,92.94,38.93,105.28,14.94,90.34,5.00,111.93,26.59,10.40,0.00,403.60,56.46,8.95,629.28,370.70,178.16,78.83,5.37,17.27,74.82,52.65,52.43,-4.21,-38.06,-26.20,959.89
Bajel Projects,544042,BAJEL,INE0KQN01018,Electrical Equipment,Heavy Electrical Equipment,182.20,12.11,15.89,0.90,0.16,2.50,0.95,112.82,4.46,18.50,1.22,1.37,0.82,,705.82,1.37,,7.30,382.84,2.56,3.80,30.49,467.30,0.00,2.56,1.10,2585.23,3.18,-0.01,2598.24,65.82,30.90,96.65,12.68,83.97,60.06,23.98,0.07,23.12,0.00,682.70,100.00,40.01,1993.97,1522.04,1252.22,82.19,66.06,18.70,90.32,10.96,69.13,34.77,-128.13,68.07,2107.53
Balaji Amines,530999,BALAMINES,INE050E01027,Chemicals & Petrochemicals,Specialty Chemicals,1310.00,11.00,144.05,7.21,0.02,8.83,44.46,31.15,5.01,15.74,5.17,50.40,3.07,33.05,1881.97,50.40,0.26,0.20,2081.49,1.19,5.28,16.62,135.09,22.63,1.19,3.36,1382.92,16.69,0.00,1388.80,232.16,33.20,265.30,48.44,216.86,3.70,213.22,0.06,6.48,0.00,1875.49,10.61,0.42,2331.46,848.92,164.20,230.87,4.06,55.32,204.64,144.82,255.44,69.87,-139.23,-48.52,4245.89
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,108.00,16.20,11.63,7.44,0.46,13.77,4.89,40.22,6.62,14.37,2.47,5.21,1.73,-19.01,88.09,5.21,-0.22,5.08,93.17,1.33,5.49,-7.05,31.90,0.00,1.33,1.46,148.79,13.33,0.00,126.52,13.44,2.05,15.49,0.95,14.54,3.90,10.64,0.00,23.78,0.00,64.31,26.79,4.48,152.41,125.52,50.81,19.83,3.75,1.02,19.55,11.63,-36.44,-38.81,5.25,31.45,256.79
Balaji Telefilms,532382,BALAJITELE,INE794B01026,Entertainment,Media & Entertainment,100.69,-1.35,58.83,11.05,0.04,15.80,4.93,25.36,-4.44,-25.69,3.03,-42.59,5.35,53.10,649.85,-42.59,0.08,0.30,381.76,1.15,4.04,23.71,-50.21,0.00,1.15,1.96,229.47,-29.50,-0.48,453.09,-13.73,14.44,-0.37,7.53,-7.90,3.37,-10.19,1.08,24.00,0.00,625.85,7.13,0.65,830.30,539.87,178.17,-67.69,1.30,6.82,-55.37,58.55,51.73,51.54,-136.63,58.01,1226.71
Balkrishna Inds,502355,BALKRISIND,INE787D01026,Auto Components,Tyres & Rubber Products,2233.00,16.67,1312.19,10.36,0.35,15.78,67.88,3681.97,4.03,17.75,1.02,12.76,4.05,127.95,10439.64,12.76,0.10,2.22,8928.38,1.41,6.09,24.41,112.67,18.69,1.41,0.66,10642.64,21.37,0.00,10446.95,2457.77,538.79,2815.62,680.66,2134.96,128.51,2187.39,180.94,38.66,0.00,10400.98,604.14,2663.31,16505.36,4971.92,4862.56,2273.98,146.88,754.33,1874.77,1312.19,1764.14,315.73,-1479.51,-279.01,43055.51
Balmer Law. Inv.,532485,BLIL,INE525F01025,Finance,Non Banking Financial Company (NBFC),72.72,17.19,172.51,8.51,0.17,13.15,7.77,237.29,26.00,3.29,2.16,12.93,0.62,10.05,1358.89,12.93,1.00,0.89,1853.58,2.26,2.81,9.86,37.80,55.62,2.26,1.91,2592.22,13.17,0.00,2545.45,352.40,84.52,435.08,60.27,374.81,26.53,350.12,1.84,22.20,0.00,1336.69,75.84,29.81,3393.07,1833.46,848.25,341.37,29.94,63.85,387.15,268.39,163.88,98.00,9.34,-183.16,1615.30
Balmer Lawrie,523319,BALMLAWRIE,INE164A01016,Diversified,Diversified,183.00,14.82,267.22,8.73,0.12,13.97,15.63,237.29,10.15,8.17,1.98,10.42,1.21,19.97,1943.86,10.42,0.46,0.92,1696.00,1.50,3.82,20.03,46.98,54.65,1.50,1.73,2581.25,12.84,0.00,2504.65,312.63,49.98,360.77,60.27,300.50,26.53,275.81,1.84,171.00,0.00,1772.86,75.84,29.81,3230.46,1670.85,843.22,331.50,29.94,63.85,312.08,261.02,156.18,90.30,22.76,-188.64,3127.81
Balrampur Chini,500038,BALRAMCHIN,INE119A01028,Agricultural Food & other Products,Sugar,520.50,10.16,448.01,5.97,0.20,10.96,22.19,774.40,6.36,12.63,2.65,8.74,1.70,-35.49,3918.87,8.74,0.11,1.77,3576.93,1.74,6.06,24.75,92.75,13.86,1.74,0.50,6170.83,13.32,0.00,5415.38,710.69,117.56,773.65,172.54,601.11,93.46,562.25,54.60,20.20,0.00,3898.67,2626.19,0.79,5224.32,1089.31,411.46,821.73,82.11,175.61,717.80,448.01,425.16,-455.07,-880.43,455.31,10520.69
Balu Forge,531112,BALUFORGE,INE011E01029,Industrial Products,Castings & Forgings,485.70,31.26,255.85,20.75,0.07,25.38,22.62,81.54,5.42,18.10,2.67,20.19,5.29,-41.22,1249.94,20.19,0.01,0.40,1200.11,0.93,9.09,39.77,82.93,0.82,0.93,2.13,1113.47,28.25,-0.48,923.62,251.11,17.14,268.25,3.35,264.90,10.96,253.94,0.00,114.99,0.00,1134.95,27.26,12.53,1524.20,660.02,246.92,314.60,15.88,7.64,320.57,255.85,148.24,-268.18,-416.63,273.52,5895.36
Banco Products,500039,BANCOINDIA,INE213C01025,Auto Components,Auto Components & Equipments,622.95,32.36,477.82,16.03,0.45,32.18,34.10,728.66,6.91,12.37,2.39,21.41,2.43,85.04,1634.44,21.41,0.00,1.86,1923.88,1.81,7.84,54.27,117.48,40.16,1.81,1.05,3672.29,18.25,0.00,3212.52,611.17,43.02,636.51,94.34,542.17,25.63,534.22,17.68,28.61,0.00,1605.83,318.46,254.89,3077.59,2448.70,1025.34,670.35,30.84,110.41,660.30,487.75,164.31,86.31,-72.55,-88.81,8916.38
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,181.90,7.82,1007.32,1.49,6.76,11.88,6.25,166192.70,6.41,15.61,3.43,1.12,1.35,7.29,24582.20,1.12,-3.60,60.54,10798.06,7.50,0.79,10.65,142.63,8.80,7.50,3.43,21694.54,43.89,-0.76,21948.23,11393.53,2966.60,14360.15,279.20,14080.95,10457.65,3623.28,-0.02,1610.97,0.00,22971.23,11138.49,151212.50,195010.56,13548.91,3947.52,9522.44,10904.55,0.00,12185.39,1007.32,2752.33,2466.15,-3878.72,-5474.65,29323.85
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,273.99,6.29,19465.34,1.18,10.45,15.53,37.64,1715878.97,5.93,16.87,2.19,1.32,1.07,-1354.69,164215.55,1.32,-8.80,82.24,118977.69,12.00,0.54,4.06,26.03,20.87,12.00,2.19,132604.32,62.61,0.00,127944.77,82411.47,24939.37,107311.19,1466.95,105844.24,78264.92,27618.97,39.65,1035.53,0.00,163180.02,135812.77,1496687.96,1971174.26,196588.84,89651.16,83027.27,81356.92,0.00,107155.94,19644.99,34891.58,28978.88,-6493.92,3790.22,141653.98
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,147.51,6.17,10195.54,0.94,11.54,12.35,21.57,996990.99,6.14,16.29,2.72,1.27,0.90,40.06,86398.89,1.27,-9.90,104.37,75584.27,12.27,0.52,3.62,23.89,19.31,12.27,2.72,74518.88,71.15,0.00,71307.71,50651.34,9317.43,59765.77,603.56,59162.21,46594.18,12771.03,203.00,4553.41,0.00,81845.48,123869.46,819805.98,1120713.40,100869.53,37152.25,53019.58,49687.55,0.00,63230.95,9822.68,18534.45,17861.35,-854.48,34.24,67174.63
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,79.75,6.03,7016.86,1.76,11.61,22.66,9.12,385771.82,5.58,17.91,4.11,1.50,2.09,27.57,33224.64,1.50,-4.06,54.98,29304.26,11.99,0.66,-5.41,29.99,24.12,11.99,4.11,29281.74,68.07,0.00,29281.74,19933.36,3541.98,23475.34,0.00,23475.34,15616.15,7859.19,0.00,7691.56,0.00,25533.08,23852.52,307120.30,427471.39,34817.40,8474.93,19933.36,15616.15,0.00,23475.34,7016.86,-11336.03,-11741.50,-506.16,-2607.12,61324.40
Bannari Amm.Sug.,500041,BANARISUG,INE459A01010,Agricultural Food & other Products,Sugar,3600.05,8.68,141.50,4.49,0.01,6.04,112.84,18.85,4.94,15.78,4.84,44.22,2.11,14.56,1821.66,44.22,0.22,0.18,1953.20,1.31,6.20,10.43,92.62,14.98,1.31,1.01,2128.25,11.61,0.00,1792.97,210.28,26.27,236.52,58.51,178.01,15.78,162.26,0.03,12.54,0.00,1809.12,91.23,58.64,2180.33,975.89,201.79,247.09,5.03,62.11,222.42,141.50,429.55,354.62,-65.14,-369.48,4481.82
Bansal Wire Inds,544209,BANSALWIRE,INE0B9K01025,Industrial Products,Iron & Steel Products,306.15,16.44,155.16,8.54,0.44,17.11,9.84,597.56,4.91,16.93,1.78,4.76,1.21,-8.84,1346.75,4.76,,4.08,1528.14,1.35,6.61,-31.73,107.73,0.00,1.35,0.96,3963.63,7.71,0.00,3507.06,268.77,9.31,278.22,29.99,248.23,37.84,210.25,-0.14,78.28,0.00,1268.47,588.97,19.08,2279.43,1300.12,729.00,305.66,55.61,52.95,264.83,153.99,-150.96,-610.10,-444.19,595.03,4789.80
Banswara Syntex,503722,BANSWRAS,INE629D01020,Textiles & Apparels,Other Textile Products,117.58,7.39,25.58,1.93,0.90,4.00,7.47,503.90,8.81,6.82,1.38,1.82,0.30,-12.74,561.67,1.82,-0.53,22.74,745.99,2.03,2.56,5.20,28.67,15.45,2.03,0.69,1330.71,8.34,0.00,1292.53,101.12,17.53,118.30,47.93,70.37,39.59,31.13,0.35,17.12,0.00,544.55,433.96,20.17,1261.01,637.23,460.88,110.96,43.37,52.51,78.88,25.58,77.22,-63.45,-136.97,55.23,401.35
Baroda Rayon,500270,,INE461A01024,Realty,"Residential, Commercial Projects",118.40,5.04,31.25,3.91,0.50,7.46,18.21,194.22,7.20,13.77,3.32,15.53,2.59,10.11,385.44,15.53,-0.80,4.81,526.10,1.80,2.36,6.41,70.83,0.00,1.80,0.47,104.81,29.96,0.00,99.60,27.35,14.46,27.72,0.23,27.49,1.23,40.35,14.09,22.91,0.00,362.53,70.05,104.73,760.12,724.96,218.29,31.40,2.15,0.27,33.39,41.73,42.34,28.33,-14.01,-29.28,271.27
BASF India,500042,BASF,INE373A01013,Chemicals & Petrochemicals,Specialty Chemicals,3640.20,18.02,386.25,6.07,0.04,13.73,92.51,144.24,3.42,22.92,1.75,26.02,1.07,33.85,3814.04,26.02,0.16,0.29,3443.24,2.13,6.70,40.51,149.91,17.34,2.13,0.99,14721.42,4.13,0.00,15162.35,747.06,116.20,826.05,177.79,648.26,15.55,669.92,37.21,43.29,0.00,3770.75,0.00,156.76,7500.49,6144.03,3503.10,607.80,20.74,146.93,539.71,400.44,389.06,220.53,-111.34,-136.77,15761.15
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,240.30,31.23,52.59,21.82,0.21,24.79,20.59,66.26,14.14,6.45,4.19,13.17,1.45,-16.81,309.33,13.17,,1.45,349.38,1.11,5.45,63.04,58.38,0.00,1.11,4.19,417.47,20.34,-0.01,304.09,64.76,-2.05,66.74,6.19,60.55,4.11,52.41,-4.03,25.27,0.00,284.06,30.62,20.60,436.94,329.17,78.49,84.91,6.00,7.68,79.00,60.06,9.63,-89.56,-71.56,88.81,607.12
Bata India,500043,BATAINDIA,INE176A01028,Consumer Durables,Footwear,731.25,15.14,191.99,6.74,0.90,15.59,13.84,1378.15,3.88,12.54,1.79,2.93,2.70,18.03,1524.64,2.93,0.09,4.17,2430.68,2.28,6.19,12.74,130.61,73.85,2.28,0.96,3476.07,21.11,0.00,3488.79,752.64,185.86,818.22,371.30,446.92,140.82,426.38,120.28,64.26,0.00,1460.38,0.00,1446.45,3691.27,1684.02,942.06,733.65,135.75,418.77,397.14,177.92,737.82,669.53,53.05,-638.05,9399.85
Batliboi,522004,BATLIBOI,INE177C01022,Industrial Manufacturing,Industrial Products,82.56,8.27,11.66,3.12,0.40,6.84,1.73,90.76,4.86,16.31,1.45,3.65,0.89,-98.15,225.69,3.65,-0.08,6.73,275.38,1.85,3.42,170.32,125.12,20.90,1.85,1.03,433.84,5.03,-0.21,412.94,22.45,6.49,28.14,4.97,23.17,5.79,18.18,0.80,23.50,4.59,202.19,22.65,60.30,441.84,184.75,127.35,21.83,6.06,5.91,22.09,7.28,2.27,-13.08,-44.99,36.76,386.63
Bayer Crop Sci.,506285,BAYERCROP,INE462A01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,4675.00,24.80,670.40,11.56,0.03,19.96,149.17,102.00,4.10,22.01,2.29,41.82,3.73,37.69,3123.50,41.82,0.12,0.18,3075.90,1.73,9.50,80.05,219.15,98.81,1.73,1.43,5620.60,14.97,0.00,5473.40,690.80,118.50,810.50,84.90,725.60,17.00,707.40,-1.20,44.90,0.00,3078.60,0.00,105.10,5191.00,4399.70,1917.20,841.60,20.00,90.70,836.40,670.40,262.00,222.00,85.60,-619.40,20972.71
BCL Industries,524332,BCLIND,INE412G01024,Beverages,Breweries & Distilleries,34.19,13.24,117.16,7.16,0.78,12.99,3.97,662.27,12.78,6.24,1.63,6.48,0.34,-7.64,853.94,6.48,-0.44,6.44,1106.55,1.78,4.03,16.00,31.46,8.08,1.78,0.88,2932.26,8.07,0.20,2815.14,204.60,9.05,212.85,46.10,166.75,30.96,136.59,0.80,29.52,0.00,824.42,535.23,1.05,1682.96,828.35,509.58,236.54,30.23,49.71,195.77,127.95,63.20,-70.53,-128.94,83.15,1011.25
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012,Industrial Products,Iron & Steel Products,114.00,16.67,-6.06,3.92,1.52,18.01,-1.88,214.34,5.76,10.39,1.45,0.84,0.28,6.81,141.05,0.84,0.11,8.64,335.01,4.20,3.75,3.34,-93.44,0.00,4.20,1.20,1312.83,3.51,0.00,1048.90,33.54,46.68,79.33,19.50,59.83,35.90,24.82,0.89,32.26,121.36,108.79,79.95,16.00,625.35,394.44,272.02,46.06,38.26,22.29,32.26,-6.06,108.95,53.50,-55.60,-51.97,364.41
Beekay Steel Ind,539018,BEEKAY,INE213D01015,Industrial Products,Iron & Steel Products,429.75,7.52,62.07,4.58,0.28,6.33,32.54,297.73,8.20,8.42,1.77,4.19,0.71,18.34,1053.19,4.19,0.42,3.35,998.34,1.33,3.04,5.62,59.66,2.15,1.33,0.93,1166.92,8.57,0.00,1076.35,123.05,38.16,127.11,33.23,93.88,17.53,110.45,34.10,19.09,0.00,1034.10,283.91,15.29,1508.40,608.46,344.59,100.03,22.11,40.30,92.54,62.07,146.91,38.02,-106.96,-40.59,825.76
Beezaasan Exp.,544369,,INE13VU01016,Chemicals & Petrochemicals,Explosives,234.00,21.11,12.49,11.71,0.22,18.94,9.67,23.31,5.38,16.35,3.68,8.76,1.62,-7113.60,103.91,8.76,0.04,1.90,98.71,1.01,7.68,90.91,45.05,0.00,1.01,2.06,218.24,9.04,4.32,214.99,20.85,1.40,20.98,2.42,18.56,3.38,16.45,1.27,12.92,0.00,90.99,22.42,0.00,137.34,68.58,18.66,19.73,2.19,2.64,19.18,12.49,3.90,-12.72,-34.80,48.80,354.55
Bella Casa Fashi,539399,BELLACASA,INE344T01014,Textiles & Apparels,Garments & Apparels,264.60,17.21,19.90,8.44,0.50,13.47,14.86,78.62,8.10,10.97,1.76,6.64,0.89,68.01,157.95,6.64,-0.12,4.98,179.53,1.25,4.56,29.66,78.92,16.95,1.25,1.04,392.83,8.09,0.00,348.51,28.78,0.77,29.53,2.94,26.59,5.33,21.28,0.02,13.39,0.00,144.56,18.43,12.75,305.08,217.13,123.15,31.79,4.65,3.83,30.88,19.90,11.84,1.58,-31.10,19.27,351.21
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,216.78,14.30,481.22,5.35,0.29,14.09,5.81,1418.20,4.36,16.41,2.08,3.55,2.09,110.75,4970.68,3.55,,3.99,5609.84,2.46,6.53,27.40,152.53,10.07,2.46,1.64,9230.62,12.35,0.00,8290.82,1021.14,61.63,1082.13,329.76,752.37,307.44,445.57,0.64,444.94,0.00,4525.74,2300.71,662.98,8087.21,4474.28,2147.80,1139.62,250.28,352.25,887.32,476.65,704.39,-163.33,-981.14,168.54,19300.78
BEML Ltd,500048,BEML,INE258A01024,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1821.70,15.56,249.09,4.99,0.24,10.46,29.90,665.98,2.49,33.39,2.47,8.89,3.61,50.54,2800.37,8.89,0.00,2.28,3728.83,2.01,6.28,82.87,-678.04,28.55,2.01,1.24,4208.88,10.69,0.00,4022.22,505.90,23.51,526.74,71.34,455.40,54.31,403.76,2.67,41.64,0.00,2758.73,218.46,10.17,5935.49,4962.67,2008.17,449.97,44.26,79.60,393.67,249.09,183.12,-7.60,-205.24,-139.43,15174.45
Benares Hotels,509438,,INE664D01019,Leisure Services,Hotels & Resorts,10000.00,37.33,44.04,24.61,0.02,28.29,338.00,3.88,4.86,18.69,5.78,152.15,9.31,48.62,183.07,152.15,0.13,0.09,181.94,1.02,13.21,31.06,90.72,7.51,1.02,5.71,139.66,42.62,0.00,135.47,59.32,5.20,64.52,6.03,58.49,0.38,58.11,0.00,1.30,0.00,181.77,0.00,3.84,209.54,97.78,16.92,59.52,0.39,5.99,59.34,43.94,41.86,24.47,-43.42,-3.56,1300.00
Bengal & Assam,533095,BENGALASM,INE083K01017,Finance,Non Banking Financial Company (NBFC),6300.00,4.22,850.12,6.81,0.05,7.64,743.54,559.40,6.23,14.05,2.57,9.72,3.20,8.72,10210.79,9.72,1.84,0.74,1034.66,1.12,2.57,24.63,45.14,7.78,1.12,1.49,2267.75,18.61,0.00,2187.14,460.42,52.11,494.72,68.46,426.26,43.86,400.21,17.81,11.40,0.00,10199.39,419.86,136.05,11825.91,881.36,342.62,422.02,49.99,65.42,486.13,870.27,294.36,267.05,-286.13,38.92,7250.09
